Tf id,Markov,Euclidean,Manhattan,Jaccard,Space_NewLine,BraceSimilarity,CommentSimilarity,CodeStyleSimilarity,CommonLines,Veredict
0.9723,0.278,0.05586964129025362,0.2089100873642694,0.8,0.036662452591656125,0.11904761904761904,0.07142857142857142,0.07571288102261553,3,1
0.9182,0.269,0.09311040170624969,0.3069837368671257,0.7560975609756098,0.5997383911052976,0.04029692470837752,0.08490566037735849,0.24164699206367787,3,1
0.6385,0.204,0.18153151274423546,0.38277982903781255,0.7333333333333333,0.2911795961742827,0.03508771929824561,0.0410958904109589,0.1224544019611624,6,1
0.9932,0.3259,0.024682282101329597,0.08656541040665161,0.8666666666666667,0.7811059907834101,0.07692307692307693,0.05970149253731343,0.3059101867479335,34,1
1.0,1.0,0.0,0.0,1.0,0.45583596214511046,0.05,1.0,0.5019453207150368,60,1
1.0,1.0,0.0,0.0,1.0,1.0,0.09090909090909091,1.0,0.6969696969696969,32,1
0.9915,0.4246,0.028762166957839192,0.13015683369906425,0.9024390243902439,0.4311926605504587,0.125,0.0,0.18539755351681955,7,1
0.993,0.396,0.02578023011240591,0.12792129727731694,0.9069767441860465,0.5396687009590235,0.047619047619047616,0.14285714285714285,0.24338163047840466,4,1
0.9893,0.3719,0.03193786843625276,0.10887582947984006,0.8181818181818182,0.5425824175824177,0.09523809523809523,0.024390243902439025,0.22073691890765065,3,1
1.0,1.0,0.0,0.0,1.0,0.996,0.06896551724137931,1.0,0.6883218390804599,60,1
0.9948,0.3484,0.020983724677096704,0.09353602398446471,0.8775510204081632,0.9601113172541744,0.06385696040868455,0.125,0.38298942588761964,5,1
0.9923,0.3553,0.029060719171538033,0.10842712099512372,0.9705882352941176,0.18793503480278417,0.1111111111111111,0.16666666666666666,0.15523760419352065,2,1
0.9915,0.3606,0.02581223090861435,0.12033287950139372,0.9056603773584906,0.5173299101412067,0.03968253968253968,0.05555555555555555,0.20418933512643397,5,1
1.0,1.0,0.0,0.0,1.0,1.0,0.06060606060606061,1.0,0.6868686868686869,68,1
0.9967,0.4957,0.022311939815633598,0.06953683204541292,0.9142857142857143,0.4636591478696742,0.125,1.0,0.5295530492898913,2,1
0.9944,0.368,0.02717333414815149,0.10717271550059854,0.925,0.2321428571428571,0.13095238095238096,1.0,0.45436507936507936,6,1
0.9946,0.6412,0.024018485574099368,0.0947889402052981,0.9767441860465116,0.8502604166666666,0.05555555555555555,1.0,0.6352719907407408,54,1
0.985,0.2414,0.035050976078741414,0.17230455441381953,0.6428571428571429,0.9710144927536232,0.0625,0.16666666666666666,0.40006038647342995,7,1
0.9685,0.3747,0.06109384624659626,0.23408931283085152,0.7272727272727273,0.6594124047878128,0.08695652173913043,0.1111111111111111,0.2858266792126848,6,1
0.8687,0.3174,0.10973808805849052,0.24691605469161843,0.782608695652174,0.24799506477483035,0.0325,0.16149068322981366,0.14732858266821466,30,1
0.9861,0.6066,0.03329994650669755,0.1354794221364105,0.9230769230769231,0.5264623955431755,0.09090909090909091,1.0,0.5391238288174222,2,1
0.999,0.5651,0.009431305142563134,0.03782713581292536,1.0,0.8333333333333334,0.2,1.0,0.6777777777777777,12,1
0.9973,0.2654,0.01957858732466982,0.0633161587453842,0.90625,0.8,0.14285714285714285,1.0,0.6476190476190476,8,1
0.9907,0.2574,0.03040212947255347,0.12222476423692698,0.875,0.7361477572559367,0.125,1.0,0.6203825857519789,3,1
1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.7777777777777777,26,1
0.9982,0.3837,0.01540714529921383,0.06843911573504806,0.8444444444444444,0.14613778705636749,0.08310249307479224,1.0,0.40974676004371996,10,1
0.9979,0.3275,0.013305400817131175,0.060770043239733285,0.9047619047619048,0.54375,0.0703125,1.0,0.5380208333333333,4,1
1.0,1.0,0.0,0.0,1.0,1.0,0.125,1.0,0.7083333333333334,28,1
0.9806,0.2431,0.04144031910565024,0.19102006603886953,0.7916666666666666,0.4788519637462235,0.05555555555555555,0.02857142857142857,0.18765964929106924,1,1
0.9971,0.6094,0.014084426092059244,0.06813098619137903,0.918918918918919,0.1655328798185941,0.07114624505928854,1.0,0.41222637495929426,3,1
0.9983,0.4177,0.012214779651228436,0.05810398269178613,0.94,0.2965853658536586,0.06609195402298851,0.25,0.2042257732922157,16,1
0.9665,0.4196,0.0639238850107597,0.18800752808125876,0.8947368421052632,0.19340659340659339,0.065,0.04,0.09946886446886445,4,1
0.9972,0.5654,0.015507552901133322,0.06413382213521115,0.9117647058823529,0.5196304849884527,0.125,1.0,0.5482101616628176,3,1
0.9857,0.2914,0.03941463254622277,0.15840755241721624,0.8636363636363636,0.29400000000000004,0.125,0.2,0.20633333333333334,2,1
1.0,1.0,0.0,0.0,1.0,1.0,0.07692307692307693,1.0,0.6923076923076922,48,1
0.996,0.7481,0.021035405418319355,0.07065921347994761,0.9714285714285714,0.8428571428571429,0.109375,0.14285714285714285,0.36502976190476194,16,1
0.9923,0.999,0.027226280472020057,0.05101208625125968,1.0,0.5911552346570397,0.04,0.4482758620689655,0.3598103655753351,84,1
0.9979,0.4914,0.014134742526710094,0.06612948883988726,0.8222222222222222,0.965287049399199,0.09523809523809523,1.0,0.6868417148790981,8,1
0.901,0.964,0.08961266139491164,0.16938726137031304,1.0,0.41938579654510555,0.05555555555555555,0.06862745098039216,0.18118960102701775,29,1
0.9922,0.346,0.02858799972621713,0.12385250389969331,0.8787878787878788,0.5256410256410257,0.08333333333333333,1.0,0.5363247863247863,3,1
1.0,1.0,0.0,0.0,1.0,0.9829488465396189,0.07407407407407407,1.0,0.6856743068712309,49,1
1.0,1.0,0.0,0.0,1.0,1.0,0.05,1.0,0.6833333333333332,48,1
0.9979,0.2523,0.013012354251284454,0.04463724264888416,0.9230769230769231,0.2787028921998247,0.057074910820451845,0.25,0.1952592676734255,14,1
1.0,1.0,0.0,0.0,1.0,1.0,0.2,1.0,0.7333333333333334,26,1
0.9979,0.9766,0.016810093160384794,0.060631829624808425,1.0,0.37827715355805247,0.3333333333333333,1.0,0.5705368289637952,9,1
0.9955,0.3973,0.019248253023005726,0.10654070515216313,0.6792452830188679,0.3950762016412661,0.045,0.0,0.14669206721375536,12,1
0.9943,0.3414,0.024819378819627813,0.11634913262703475,0.8260869565217391,0.12527964205816555,0.07539682539682539,1.0,0.4002254891516636,5,1
0.9973,0.2664,0.018834934275383512,0.061377609395533515,0.90625,0.7551020408163265,0.14285714285714285,1.0,0.6326530612244897,8,1
0.9972,0.2419,0.0200794080865221,0.07875598127013204,0.8787878787878788,0.23670212765957444,0.3333333333333333,0.5,0.3566784869976359,6,1
0.9932,0.3237,0.026227200302456517,0.10849809242724098,0.8409090909090909,0.7156626506024096,0.05741626794258373,1.0,0.5910263061816644,6,1
1.0,1.0,0.0,0.0,1.0,1.0,0.18181818181818182,1.0,0.7272727272727272,26,1
0.9957,0.0421,0.02093535817256942,0.10271195619592235,0.7222222222222222,0.40556009811937854,0.02863777089783282,0.11594202898550725,0.1833799660009062,2,1
0.9989,0.4772,0.010654638762443979,0.03816180052806005,0.9696969696969697,0.21690590111642738,0.125,1.0,0.44730196703880915,4,1
0.9993,0.9976,0.008045618001077792,0.03864730222229537,1.0,0.8776371308016877,0.1,1.0,0.6592123769338959,17,1
0.9989,0.9964,0.0100935179154894,0.03694079796832393,1.0,0.9695024077046549,0.25,1.0,0.7398341359015516,37,1
0.9945,0.3214,0.022958860958949306,0.08999380508544763,0.8809523809523809,0.5761772853185596,0.06444444444444444,0.0,0.213540576587668,17,1
0.9957,0.3334,0.01983928410159022,0.08204150279415742,0.8648648648648649,0.8317460317460317,0.1,0.125,0.35224867724867726,5,1
0.9596,0.4882,0.056941412816723415,0.15365716362155585,0.8444444444444444,0.9152148664343787,0.06832298136645963,0.024390243902439025,0.3359760305677591,21,1
0.9902,0.2018,0.03351647829117341,0.12360222053068294,0.9117647058823529,0.7754677754677755,0.1,1.0,0.6251559251559252,3,1
1.0,1.0,0.0,0.0,1.0,1.0,0.2,1.0,0.7333333333333334,29,1
0.9986,0.469,0.012120261189608222,0.040707487242792446,0.9534883720930233,0.7386609071274298,0.03991596638655462,1.0,0.5928589578379948,13,1
1.0,1.0,0.0,0.0,1.0,0.989769820971867,0.125,1.0,0.7049232736572891,30,1
0.9746,0.3861,0.04757249450695341,0.14090606205543874,0.875,0.6103225806451613,0.1,0.04,0.25010752688172044,4,1
0.9952,0.6022,0.02129822403681159,0.09012515849358364,0.8809523809523809,0.529262086513995,0.08152173913043478,0.07142857142857142,0.22740413235766707,5,1
0.9843,0.1953,0.044250773576967085,0.1445686910861632,0.8787878787878788,0.19759036144578312,0.2,1.0,0.46586345381526106,2,1
0.9918,0.4252,0.026931285926280968,0.10932914114032344,0.8918918918918919,0.8922155688622755,0.10196078431372549,0.047619047619047616,0.3472651335983495,2,1
0.9973,0.2654,0.01957858732466982,0.0633161587453842,0.90625,0.8,0.14285714285714285,1.0,0.6476190476190476,8,1
0.9918,0.3297,0.02561197202689954,0.12370922500225634,0.813953488372093,0.18451400329489287,0.08333333333333333,0.1,0.1226157788760754,3,1
0.9816,0.3976,0.04663746382552259,0.18879061491887025,0.7045454545454546,0.9029322548028311,0.06376811594202898,0.08333333333333333,0.35001123469273115,10,1
0.998,0.2335,0.013635272552183525,0.05809189623437878,0.8529411764705882,0.7981072555205048,0.16666666666666666,0.5,0.48825797406239047,5,1
0.9936,0.3607,0.022693595521405516,0.10486497371921208,0.8043478260869565,0.8183556405353729,0.043209876543209874,0.2,0.35385517235952757,4,1
0.996,0.4378,0.019195244110560235,0.07662660118256323,0.8571428571428571,0.08955223880597019,0.11764705882352941,1.0,0.4023997658764999,2,1
0.9863,0.3559,0.03471041346740606,0.14672529797029174,0.7674418604651163,0.16863207547169812,0.07971014492753623,0.05,0.09944740679974479,5,1
0.9994,0.6073,0.0080210185258355,0.03659301530170175,0.9387755102040817,0.8882907133243607,0.08,0.08333333333333333,0.350541348885898,70,1
0.9931,0.1129,0.031366414292399995,0.11771273444334113,0.8666666666666667,0.8148984198645598,0.0935672514619883,0.05263157894736842,0.3203657500913055,8,1
0.9836,0.2592,0.04137004917811898,0.15068630141490524,0.8666666666666667,0.4638109305760709,0.0763888888888889,0.06666666666666667,0.20228882871054213,5,1
0.9979,0.2523,0.013012354251284454,0.04463724264888416,0.9230769230769231,0.2793345008756567,0.057074910820451845,0.25,0.19546980389870283,14,1
0.8734,0.3388,0.11121237358161043,0.2127746413985324,0.9166666666666666,0.4461105904404874,0.06043956043956044,0.037037037037037035,0.18119572930569494,6,1
0.999,0.3257,0.00919200217884655,0.03994172155632784,0.8823529411764706,0.9561200923787528,0.04186046511627907,0.18181818181818182,0.3932662464377379,10,1
0.9865,0.1009,0.0399917519068037,0.18174759300141088,0.7346938775510204,0.6467889908256881,0.10980392156862745,0.03333333333333333,0.26330874857588293,4,1
0.9981,0.3359,0.013811765763044902,0.06205657826207745,0.9130434782608695,0.40283687943262414,0.058823529411764705,0.0,0.15388680294812962,6,1
1.0,1.0,0.0,0.0,1.0,1.0,0.09090909090909091,1.0,0.6969696969696969,34,1
0.9841,0.3042,0.039671988860841875,0.18385672652100346,0.6888888888888889,0.880184331797235,0.08928571428571429,0.25,0.4064900153609831,7,1
0.9964,0.2624,0.017423291010874038,0.06992909041484648,0.8947368421052632,0.23101777059773831,0.125,1.0,0.45200592353257946,6,1
0.9902,0.2718,0.03724082061094522,0.17187676758843157,0.7555555555555555,0.5348837209302326,0.0875,0.0,0.20746124031007754,5,1
0.9936,0.3607,0.022693595521405516,0.10486497371921209,0.8043478260869565,0.8183556405353729,0.043209876543209874,0.2,0.35385517235952757,4,1
1.0,1.0,0.0,0.0,1.0,0.23037323037323032,0.125,1.0,0.45179107679107683,33,1
0.9939,0.633,0.022825342948058144,0.09638664239797898,0.8378378378378378,0.628099173553719,0.1111111111111111,0.2,0.3130700948882767,2,1
0.9983,0.6145,0.013939772619240181,0.04883840249479845,0.967741935483871,0.16412213740458015,0.15,1.0,0.4380407124681933,2,1
0.9658,0.2845,0.06043676175949561,0.22401170411933,0.8157894736842105,0.03308641975308646,0.1,0.14285714285714285,0.09198118753674311,1,1
0.9999,0.9993,0.0034356612195577526,0.012409020152369487,1.0,0.9794149512459371,0.08695652173913043,1.0,0.6887904909950224,53,1
0.9928,0.3749,0.025430001595931586,0.1293396793893513,0.6875,0.19187358916478559,0.1,0.1111111111111111,0.1343282334252989,7,1
1.0,1.0,0.0,0.0,1.0,0.9972144846796658,0.08333333333333333,1.0,0.6935159393376663,43,1
1.0,1.0,0.0,0.0,1.0,1.0,0.0625,1.0,0.6875,67,1
0.9997,0.777,0.005648115894978124,0.027706849257605484,0.9803921568627451,0.8877005347593583,0.06060606060606061,1.0,0.6494355317884729,60,1
0.9917,0.2297,0.032768769257291074,0.13264825255137314,0.7317073170731707,0.4418052256532067,0.1111111111111111,0.043478260869565216,0.19879819921129435,2,1
0.9636,0.2202,0.0641222937799622,0.2684729957858114,0.6041666666666666,0.03878667329686725,0.10526315789473684,0.1,0.0813499437305347,2,1
0.9932,0.3494,0.027753891947804827,0.1255280817559171,0.8571428571428571,0.1814882032667876,0.10714285714285714,0.25,0.1795436868032149,3,1
0.9901,0.3771,0.0330346521456879,0.1443146307601334,0.8333333333333334,0.2127303182579564,0.07083333333333333,0.1,0.1278545505304299,2,1
0.9957,0.4247,0.02026521940990196,0.08196317483325674,0.9142857142857143,0.20448179271708689,0.1111111111111111,1.0,0.4385309679427327,4,1
0.9966,0.3698,0.01890066685867984,0.08171723972427256,0.8913043478260869,0.8965014577259476,0.10526315789473684,0.07142857142857142,0.357731062349752,4,1
0.9931,0.4545,0.02807550195796058,0.10073116771365044,0.9722222222222222,0.2857142857142857,0.2,1.0,0.49523809523809526,3,1
0.9977,0.4188,0.014637166699037989,0.06726505481594085,0.85,0.6632016632016632,0.06060606060606061,0.25,0.32460257460257463,5,1
0.996,0.3402,0.019080918080291068,0.09119466509644382,0.868421052631579,0.872093023255814,0.13333333333333333,0.2,0.4018087855297157,22,1
0.9946,0.2014,0.02279468707061773,0.11029671895664918,0.7954545454545454,0.7536382536382537,0.06349206349206349,0.25,0.35571010571010575,5,1
0.9956,0.4325,0.0212513748281331,0.10375861438611755,0.8421052631578947,0.19840000000000002,0.09774436090225563,1.0,0.43204812030075185,4,1
0.9895,0.3851,0.026937741793780993,0.13605878498313778,0.7857142857142857,0.1525129982668978,0.058823529411764705,0.02702702702702703,0.07945451823522985,4,1
0.9944,0.5656,0.02177062134575463,0.04296166282172431,0.9555555555555556,0.7731958762886598,0.05625,0.045454545454545456,0.29163347391440175,6,1
0.9986,0.3771,0.011840010346351694,0.05857939674929123,0.9215686274509803,0.31444759206798867,0.06060606060606061,0.25,0.20835121755801644,16,1
0.994,0.3067,0.026326494045095034,0.09877522391261156,0.9393939393939394,0.6071428571428572,0.10416666666666667,1.0,0.570436507936508,3,1
0.9986,0.6177,0.012998635047304183,0.05111012958297239,0.967741935483871,0.17266187050359716,0.15,1.0,0.4408872901678657,2,1
0.9964,0.2189,0.015633996568295543,0.06994137400626092,0.8627450980392157,0.21515561569688768,0.09523809523809523,0.2,0.17013123697832766,3,1
1.0,1.0,0.0,0.0,1.0,1.0,0.125,1.0,0.7083333333333334,37,1
1.0,1.0,0.0,0.0,1.0,1.0,0.07692307692307693,1.0,0.6923076923076922,40,1
0.9954,0.5136,0.020669237781561836,0.0878002316482047,0.8571428571428571,0.08067542213883683,0.11764705882352941,1.0,0.3994408269874554,2,1
0.9947,0.319,0.020525667547662187,0.08042742138107377,0.918918918918919,0.8784893267651889,0.1,1.0,0.659496442255063,3,1
0.998,0.6786,0.012478412040189079,0.0532212559953435,0.9183673469387755,0.920265780730897,0.07051282051282051,1.0,0.6635928670812392,14,1
0.9997,0.777,0.005648115894978124,0.027706849257605484,0.9803921568627451,0.8877005347593583,0.06060606060606061,1.0,0.6494355317884729,60,1
0.9992,0.4068,0.010129091603942512,0.04575657046868749,0.9574468085106383,0.7357197258187358,0.03333333333333333,0.043478260869565216,0.27084377334054477,33,1
1.0,1.0,0.0,0.0,1.0,1.0,0.125,1.0,0.7083333333333334,29,1
0.9977,0.651,0.013013535538971607,0.020080321285140562,0.9347826086956522,0.9957865168539326,0.06060606060606061,1.0,0.6854641924866645,81,1
0.9925,0.5168,0.025480729895338335,0.1019350895546207,0.8888888888888888,0.22120658135283366,0.08823529411764706,0.2,0.16981395849016026,3,1
0.9858,0.3424,0.03558604246708163,0.18720152124574999,0.7346938775510204,0.08479262672811061,0.06280193236714976,0.2,0.11586485303175346,3,0
0.9755,0.2453,0.05297994493146984,0.2223633336529739,0.7,0.41225626740947074,0.14285714285714285,0.07692307692307693,0.21067882906323018,3,0
0.9825,0.2528,0.03754315952286147,0.15527476505369334,0.7291666666666666,0.5637898686679175,0.05416666666666667,0.05,0.22265217844486138,5,0
0.9958,0.4188,0.019418765668306057,0.08654689892132654,0.7692307692307693,0.2057356608478803,0.05555555555555555,1.0,0.420430405467812,3,0
0.963,0.2515,0.065314821589967,0.23053140860258137,0.7857142857142857,0.6512651265126512,0.07878787878787878,0.03125,0.25376766843351,3,0
0.974,0.2219,0.04810242684066174,0.22625884129711565,0.6226415094339622,0.2733308742161564,0.05405405405405406,0.022222222222222223,0.11653571683081092,1,0
0.9902,0.3568,0.03077873919128957,0.15814968360355164,0.74,0.9411057692307693,0.07058823529411765,0.2,0.40389800150829563,3,0
0.9898,0.3241,0.028508762386834065,0.13483810132194446,0.8536585365853658,0.12152133580705005,0.047619047619047616,0.09090909090909091,0.08668315811172951,4,0
0.9733,0.3874,0.047150781486374034,0.17916009169240316,0.8,0.7154761904761905,0.08333333333333333,0.25,0.34960317460317464,4,0
0.9931,0.496,0.02770644896487816,0.1303654938844556,0.7391304347826086,0.5251612903225806,0.08441558441558442,0.14285714285714285,0.25081133919843596,4,0
0.9814,0.2772,0.038978041934533074,0.2097549250901472,0.7058823529411765,0.701022146507666,0.06896551724137931,0.027777777777777776,0.26592181384227437,4,0
0.9753,0.1909,0.042229092417135315,0.25044764446945805,0.6545454545454545,0.3052023121387283,0.0703125,0.018518518518518517,0.1313444435524156,3,0
0.9904,0.3949,0.02808768828464435,0.14687327859069305,0.7608695652173914,0.3288331726133076,0.04824561403508772,1.0,0.4590262622161318,5,0
0.9851,0.3529,0.037774520161837646,0.16705636365982687,0.7692307692307693,0.6948051948051948,0.08333333333333333,1.0,0.5927128427128426,3,0
0.9866,0.2929,0.03474368184121864,0.15385070284257374,0.8292682926829268,0.6067551266586249,0.058333333333333334,0.14285714285714285,0.26931520094970035,3,0
0.9816,0.3391,0.03547745332658343,0.13692339459135372,0.9230769230769231,0.6430635838150289,0.04195804195804196,0.2,0.29500720859102364,3,0
0.9823,0.3115,0.03977339532543165,0.1942775945062409,0.7021276595744681,0.5994741454864154,0.09090909090909091,0.016666666666666666,0.23568330102072432,4,0
0.9753,0.3217,0.04718683418271002,0.23944002315549495,0.5833333333333334,0.7035611164581328,0.05,0.3333333333333333,0.3622981499304887,3,0
0.9713,0.2594,0.05047329198502232,0.23210264605221625,0.6326530612244898,0.7950819672131147,0.09876543209876543,0.2,0.36461579977062675,3,0
0.9712,0.3372,0.05304838196699851,0.1797068412984058,0.6458333333333334,0.23484848484848486,0.06770833333333333,0.009345794392523364,0.10396753752478051,7,0
0.9521,0.2414,0.0633149627892179,0.22459678911136877,0.6379310344827587,0.22972972972972971,0.04040404040404041,0.043795620437956206,0.10464313019057543,5,0
0.9821,0.3061,0.04369816463708295,0.17779045597655693,0.8205128205128205,0.5138568129330254,0.0703125,0.09090909090909091,0.22502613461403878,1,0
0.9862,0.2338,0.0381316123325897,0.16776499084064528,0.7674418604651163,0.46785714285714286,0.08035714285714286,1.0,0.5160714285714286,2,0
0.9836,0.2564,0.04171536619600567,0.19249575982993228,0.7441860465116279,0.5911692559280458,0.0469208211143695,0.0,0.21269669234747177,4,0
0.995,0.3589,0.020771513993289123,0.09698479477128774,0.8666666666666667,0.833729216152019,0.058823529411764705,1.0,0.6308509151879279,4,0
0.9958,0.3837,0.0189067895734413,0.08284882832043644,0.9444444444444444,0.8585434173669468,0.06666666666666667,0.3333333333333333,0.41951447245564893,4,0
0.9906,0.2756,0.030329057147207423,0.1591710005723763,0.7906976744186046,0.5876993166287017,0.08695652173913043,0.0,0.22488527945594403,6,0
0.9774,0.2364,0.04042353163966519,0.22716240754673353,0.6545454545454545,0.6373737373737374,0.08522727272727272,0.016666666666666666,0.24642255892255893,4,0
0.994,0.2815,0.02252664861855501,0.09882000588227915,0.8409090909090909,0.17404129793510326,0.04208754208754209,0.2,0.1387096133408818,3,0
0.9836,0.307,0.04178598505966857,0.17481751381889288,0.7948717948717948,0.12852664576802508,0.11764705882352941,0.07692307692307693,0.10769892717154379,2,0
0.9869,0.5405,0.03643144230629149,0.16506042474538932,0.7619047619047619,0.2946768060836502,0.13333333333333333,0.2,0.20933671313899452,2,0
0.9917,0.2595,0.030475887093230708,0.13523962771614412,0.8048780487804879,0.899009900990099,0.08035714285714286,0.029411764705882353,0.3362596028510414,6,0
0.986,0.1946,0.040708319581380416,0.19459612544224172,0.6545454545454545,0.6323529411764706,0.05405405405405406,1.0,0.5621356650768415,1,0
0.9822,0.3144,0.03983471722246815,0.17468942180236255,0.825,0.08314606741573038,0.04017857142857143,0.16666666666666666,0.09666376850365616,4,0
0.989,0.3669,0.032008215491168085,0.1438632228820746,0.7209302325581395,0.6491646778042959,0.0875,0.14285714285714285,0.29317394022047955,5,0
0.9914,0.292,0.027590503806040025,0.14538333653264138,0.7291666666666666,0.4923504867872045,0.11607142857142858,0.06666666666666667,0.2250295273417666,3,0
0.9939,0.3794,0.02418090361595691,0.11070097255291562,0.7708333333333334,0.7736900780379041,0.07539682539682539,0.1111111111111111,0.32006600484861353,5,0
0.9511,0.3167,0.061520979732831806,0.25281482458082216,0.7333333333333333,0.7350785340314137,0.03666666666666667,0.09375,0.2884984002326934,3,0
0.9654,0.2073,0.05176524022238442,0.17513000745312704,0.723404255319149,0.5613207547169812,0.06578947368421052,0.022222222222222223,0.21644415020780464,3,0
0.9838,0.2108,0.0433923709099917,0.19203527813863197,0.7631578947368421,0.17810599478714162,0.0625,0.5,0.24686866492904722,1,0
0.9934,0.8233,0.024492514362710105,0.1065018357118717,0.9142857142857143,0.4540983606557377,0.0875,1.0,0.5138661202185792,4,0
0.968,0.2951,0.05084144176554781,0.23462651730694034,0.673469387755102,0.25773195876288657,0.09558823529411764,0.17647058823529413,0.17659692743076613,3,0
0.9315,0.39,0.07761935028572975,0.27198275759655954,0.813953488372093,0.4270353302611367,0.058823529411764705,0.09090909090909091,0.19225598352733075,3,0
0.9928,0.5234,0.026390891572965768,0.1335565154253741,0.851063829787234,0.18137730358874882,0.07,0.047619047619047616,0.09966545040259882,3,0
0.985,0.4347,0.0367688545513099,0.16444003595536644,0.7777777777777778,0.8716645489199492,0.1111111111111111,1.0,0.6609252200103534,4,0
0.4753,0.2361,0.23746900142752525,0.6764827775753324,0.6666666666666666,0.4146608315098468,0.07738095238095238,0.014492753623188406,0.16884484583799586,4,0
0.9814,0.127,0.03901605657157932,0.19270890493267925,0.5344827586206896,0.3950033760972316,0.06493506493506493,0.02127659574468085,0.16040501225899245,4,0
0.4748,0.2071,0.23801896033511089,0.6888567859101745,0.6140350877192983,0.5556432517758485,0.05303030303030303,0.008547008547008548,0.2057401877843867,4,0
0.4754,0.1576,0.2366804623274401,0.6804567652432933,0.625,0.225382932166302,0.08333333333333333,0.014492753623188406,0.10773633970760792,3,0
0.9978,0.3388,0.013912829543302443,0.0760046339379946,0.813953488372093,0.8386308068459658,0.047619047619047616,1.0,0.6287499514883378,7,0
0.9868,0.3443,0.03620968273044308,0.1592754360447499,0.7674418604651163,0.08726899383983577,0.07142857142857142,0.014705882352941176,0.057801149207116126,4,0
0.992,0.3346,0.03271352780776782,0.12368889502762827,0.9166666666666666,0.26453488372093026,0.06172839506172839,1.0,0.4420877595942196,4,0
